Serial Number,UDID,Asset ID,Cover Tag,Location,Technician,Time Scanned,Owner,Returned
JYT2929YJL,,13090-238340,1108,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:57:50.016752,FLEX IT,2024-07-11 12:25:12.073602
K4G9W0FXYV,,13090-238311,802,tamworth@moderndemocracy.com,vilte,2024-06-13 10:33:01.211537,FLEX IT,2024-07-11 13:41:50.421229
K6JRXVNQCF,,13090-238336,1514,midsussex@moderndemocracy.com,parisa,2024-06-13 15:06:35.836252,FLEX IT,2024-07-11 10:02:43.560121
KJ4DJ44NY9,,13090-238348,997,brentwood@moderndemocracy.com,vilte,2024-06-13 12:43:20.650233,FLEX IT,2024-07-09 14:57:47.364629
KJY2LVTQRP,,13090-238334,735,threerivers@moderndemocracy.com,vilte,2024-06-13 09:53:04.749651,FLEX IT,2024-07-11 16:09:16.827525
KLQ9NY92F2,,13090-237588,1393,midsussex@moderndemocracy.com,vilte,2024-06-14 12:53:17.064684,FLEX IT,2024-07-11 10:00:40.508891
KXC7JPJ4RV,,13090-238286,376,threerivers@moderndemocracy.com,diana,2024-06-13 09:45:59.679406,FLEX IT,2024-07-11 16:08:42.183366
KXQQPGYN23,,13090-237582,1118,lichfield@moderndemocracy.commehdi,diana,2024-06-13 15:04:34.088267,FLEX IT,2024-07-11 12:24:26.823631
KYH6PD62WT,,13090-238277,1112,lichfield@moderndemocracy.commehdi,diana,2024-06-13 15:02:22.708169,FLEX IT,2024-07-11 12:26:00.684894
L04HT7GGW4,,13090-238321,431,fenland@moderndemocracy.com,diana,2024-06-13 10:13:08.090481,FLEX IT,2024-07-09 13:46:43.824240
L074PX005P,,13090-238331,1215,reigate@moderndemocracy.com,vilte,2024-06-14 10:08:41.812588,FLEX IT,2024-07-11 10:42:36.686929
L271D96CVD,,13090-237576,1092,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:48:04.717745,FLEX IT,2024-07-11 12:26:47.336236
L3PWW14K9J,,13090-237594,1307,midsussex@moderndemocracy.com,vilte,2024-06-14 12:16:16.301068,FLEX IT,2024-07-11 10:02:09.367805
L59WVYCC9J,,13090-237567,1206,reigate@moderndemocracy.com,vilte,2024-06-14 09:37:30.640846,FLEX IT,2024-07-11 10:42:47.910759
LJ25QQR4MY,,13090-237575,1581,midsussex@moderndemocracy.com,parisa,2024-06-13 17:15:01.144716,FLEX IT,2024-07-11 10:02:57.684371
LL9MMP6D6T,,13090-238288,1548,midsussex@moderndemocracy.com,parisa,2024-06-13 16:21:49.535861,FLEX IT,2024-07-11 10:00:00.447001
LY4KN9P3QJ,,13090-238313,1226,horsham@moderndemocracy.com,vilte,2024-06-14 10:21:38.378989,FLEX IT,2024-07-11 11:13:16.273217
M14CR77M9F,,13090-238281,1093,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:48:23.388620,FLEX IT,2024-07-11 12:23:07.397087
M2YT2973PT,,13090-238298,932,fenland@moderndemocracy.com,parisa,2024-06-13 12:01:23.435626,FLEX IT,2024-07-09 13:58:47.155762
MD7VP6T7C2,,13090-238330,700,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:31:30.031912,FLEX IT,2024-07-09 14:29:38.700868
MGF3305PFJ,,13090-238325,1137,colchester@moderndemocracy.com,diana,2024-06-13 15:26:05.815636,FLEX IT,2024-07-09 15:10:30.370382
MKQ53WVK9X,,13090-238287,701,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:32:12.871852,FLEX IT,2024-07-09 14:28:46.484370
N22P23VC2K,,13090-238285,1590,reigate@moderndemocracy.com,vilte,2024-06-14 09:32:03.311041,FLEX IT,2024-07-11 10:42:49.219145
N34P0GQW4Q,,13090-238308,832,peterbourough@moderndemocracy.com,vilte,2024-06-13 10:49:08.919808,FLEX IT,2024-07-09 14:32:30.290814
N9FMX0XRYM,,13090-237593,385,threerivers@moderndemocracy.com,diana,2024-06-13 09:50:58.827823,FLEX IT,2024-07-11 16:08:17.895391
NHRH2L14FF,,13090-237569,1543,midsussex@moderndemocracy.com,parisa,2024-06-13 15:50:01.964924,FLEX IT,2024-07-11 09:56:58.815788
NN9YXFWLY4,,13090-237583,1147,colchester@moderndemocracy.com,diana,2024-06-13 15:36:41.838965,FLEX IT,2024-07-09 15:10:02.336967
NPJ9GTQ9DN,,13090-238332,1135,colchester@moderndemocracy.com,diana,2024-06-13 15:25:04.027894,FLEX IT,2024-07-09 15:10:57.592706
NPW01FD961,,13090-238327,970,brentwood@moderndemocracy.com,vilte,2024-06-13 12:53:36.882607,FLEX IT,2024-07-09 15:00:17.442064
P43Y6R1HHY,,13090-238341,1101,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:54:34.540390,FLEX IT,2024-07-11 12:24:17.617185
P9DCFW5JQQ,,13090-238291,384,threerivers@moderndemocracy.com,diana,2024-06-13 09:49:09.486229,FLEX IT,2024-07-11 16:09:38.863943
PFHM7R9PN7,,13090-237585,1227,horsham@moderndemocracy.com,vilte,2024-06-14 10:22:08.974910,FLEX IT,2024-07-11 11:11:56.787148
PH63H7H706,,13090-237571,1341,midsussex@moderndemocracy.com,vilte,2024-06-14 12:11:43.919659,FLEX IT,2024-07-11 10:00:38.605282
Q93HX572DQ,,13090-238346,1579,midsussex@moderndemocracy.com,parisa,2024-06-13 17:17:47.705911,FLEX IT,2024-07-11 10:01:38.634751
QD91TXVNQN,,13090-237579,821,tamworth@moderndemocracy.com,vilte,2024-06-13 10:44:43.668849,FLEX IT,2024-07-11 13:41:35.328414
QF349GXYW4,,13090-238328,1119,lichfield@moderndemocracy.commehdi,diana,2024-06-13 15:05:09.378253,FLEX IT,2024-07-11 12:24:47.153847
QHH7RW31FR,,13090-237578,371,threerivers@moderndemocracy.com,diana,2024-06-13 09:39:59.655061,FLEX IT,2024-07-11 16:08:44.483888
QLYV7Y7MF2,,13090-238289,378,threerivers@moderndemocracy.com,diana,2024-06-13 09:46:44.420879,FLEX IT,2024-07-11 16:07:55.756727
QQWNQN2LQR,,13090-238290,1370,thurrock@moderndemocracy.com,vilte,2024-06-14 13:12:15.975792,FLEX IT,2024-07-10 15:37:01.819342
RD0XWM6WNJ,,13090-238339,1041,bolsover@moderndemocracy.com,diana,2024-06-13 14:21:04.750100,FLEX IT,2024-07-11 11:59:13.092869
RK906GHW2K,,13090-238307,435,fenland@moderndemocracy.com,diana,2024-06-13 10:16:24.845465,FLEX IT,2024-07-09 13:47:44.987694
RKDHX7N07P,,13090-238333,1524,midsussex@moderndemocracy.com,parisa,2024-06-13 15:17:16.234592,FLEX IT,2024-07-11 09:56:54.962344
RPQ2WGHW5N,,13090-237589,994,bolsover@moderndemocracy.com,vilte,2024-06-13 12:41:54.891966,FLEX IT,2024-07-11 11:57:49.593764
RV4F56T4YP,,13090-238329,1228,horsham@moderndemocracy.com,vilte,2024-06-14 10:22:37.827211,FLEX IT,2024-07-11 11:13:42.180837
RWG7672K41,,13090-237577,930,rochford@moderndemocracy.com,parisa,2024-06-13 11:58:16.972611,FLEX IT,2024-07-09 15:25:26.050620
T2609L93Q3,,13090-237601,1069,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:34:10.274004,FLEX IT,2024-07-11 12:23:28.844122
T3VH00HGKV,,13090-237573,753,lichfield@moderndemocracy.commehdi,vilte,2024-06-13 10:06:14.018239,FLEX IT,2024-07-11 12:26:04.592741
TTHFXV5P6C,,13090-238284,974,horsham@moderndemocracy.com,parisa,2024-06-13 12:29:21.692292,FLEX IT,2024-07-11 11:11:36.257823
V2R72X2M56,,13090-238303,980,horsham@moderndemocracy.com,parisa,2024-06-13 12:24:46.300485,FLEX IT,2024-07-11 11:11:59.133817
VNJ44195DF,,13090-238338,931,fenland@moderndemocracy.com,parisa,2024-06-13 12:00:53.975762,FLEX IT,2024-07-09 13:48:53.676077
VP7MWMNW7D,,13090-238294,687,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:23:51.017038,FLEX IT,2024-07-09 14:35:42.538064
VPF6W1C3XP,,13090-237581,1116,lichfield@moderndemocracy.commehdi,diana,2024-06-13 15:03:56.272101,FLEX IT,2024-07-11 12:25:02.972918
W2TWKX4XPV,,13090-238302,796,tamworth@moderndemocracy.com,vilte,2024-06-13 10:24:33.748763,FLEX IT,2024-07-11 13:42:27.053867
W4XG27HQLJ,,13090-238283,1328,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:48:31.678774,FLEX IT,2024-07-10 10:31:47.152887
W7XFQJV7KN,,13090-238337,361,threerivers@moderndemocracy.com,diana,2024-06-13 09:35:53.145212,FLEX IT,2024-07-11 16:07:20.349392
W9KM6JR66C,,13090-237592,1294,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:11:20.626483,FLEX IT,2024-07-10 10:31:39.397346
X4MF20WCG6,,13090-238326,1371,rother@moderndemocracy.com,vilte,2024-06-14 13:11:41.809614,FLEX IT,2024-07-10 10:42:45.615780
XN2QM1Q2HX,,13090-237597,1044,bolsover@moderndemocracy.com,diana,2024-06-13 14:22:31.445002,FLEX IT,2024-07-11 11:59:22.769019
XPG27LG4TT,,13090-238293,1534,midsussex@moderndemocracy.com,parisa,2024-06-13 16:08:14.933048,FLEX IT,2024-07-11 10:02:53.701645
XRXK9M5HXR,,13090-237587,690,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:25:47.457355,FLEX IT,2024-07-09 14:30:09.515344
XVHH674DH7,,13090-237570,1030,bolsover@moderndemocracy.com,diana,2024-06-13 14:15:35.049924,FLEX IT,2024-07-11 11:59:04.635827
XWQWPX6QJ6,,13090-237599,1572,midsussex@moderndemocracy.com,parisa,2024-06-13 16:41:26.129507,FLEX IT,2024-07-11 10:00:55.890930
XXRJPQR06L,,13090-237574,933,fenland@moderndemocracy.com,parisa,2024-06-13 12:01:44.730991,FLEX IT,2024-07-09 13:47:46.819542
Y19TH04XV0,,13090-238304,964,brentwood@moderndemocracy.com,vilte,2024-06-13 12:50:21.296258,FLEX IT,2024-07-09 14:57:50.772578
Y1H9TH5P2X,,13090-237600,1520,midsussex@moderndemocracy.com,parisa,2024-06-13 15:01:12.019948,FLEX IT,2024-07-11 09:58:23.347022
Y671FWRPHH,,13090-238323,1008,bolsover@moderndemocracy.com,vilte,2024-06-13 12:57:22.620063,FLEX IT,2024-07-11 11:58:05.587362
Y7XF6KHYJH,,13090-238310,1388,midsussex@moderndemocracy.com,vilte,2024-06-14 12:56:46.781555,FLEX IT,2024-07-11 09:58:12.232872
Y9Q36LX2MH,,13090-237590,373,threerivers@moderndemocracy.com,diana,2024-06-13 09:44:48.656462,FLEX IT,2024-07-11 16:07:15.794249
YGNWN6CV7X,,13090-237586,1360,rother@moderndemocracy.com,vilte,2024-06-14 14:36:12.568117,FLEX IT,2024-07-10 10:42:43.343352
YH3WV6YGWM,,13090-238317,410,fenland@moderndemocracy.com,diana,2024-06-13 10:03:43.361973,FLEX IT,2024-07-09 13:48:22.449693
YJH6VVWVFR,,13090-237596,795,tamworth@moderndemocracy.com,vilte,2024-06-13 10:25:04.700609,FLEX IT,2024-07-11 13:27:46.193019
YNXKFQJPQN,,13090-238309,396,threerivers@moderndemocracy.com,diana,2024-06-13 09:56:46.511528,FLEX IT,2024-07-11 16:07:07.356109
YTGJVGX01K,,13090-237572,896,rochford@moderndemocracy.com,parisa,2024-06-13 11:26:27.001398,FLEX IT,2024-07-09 15:27:23.592818
YYP97TYW5T,,13090-238276,1519,midsussex@moderndemocracy.com,parisa,2024-06-13 15:01:48.131078,FLEX IT,2024-07-11 09:58:03.652232
C7X5NX46P2,,12916-231662,972,horsham@moderndemocracy.com,parisa,2024-06-13 12:31:08.844660,FLEX IT,2024-07-11 11:14:07.500439
CCXVD4NPQV,,12916-231658,1018,horsham@moderndemocracy.com,parisa,2024-06-13 14:17:55.278681,FLEX IT,2024-07-11 11:11:52.556456
FY235F9GLF,,12916-231653,859,brentwood@moderndemocracy.com,vilte,2024-06-13 10:56:11.669045,FLEX IT,2024-07-09 14:56:51.533137
GY0HP6495L,,12916-232137,1383,midsussex@moderndemocracy.com,vilte,2024-06-14 12:59:45.174773,FLEX IT,2024-07-11 09:58:15.675405
HFW9121YVD,,12916-232139,1503,bolsover@moderndemocracy.com,parisa,2024-06-13 14:47:10.595422,FLEX IT,2024-07-11 11:59:11.329224
HQCQ16Q913,,12916-231660,1290,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:33:02.017869,FLEX IT,2024-07-10 10:32:01.660746
HRXVMWHH33,,12916-231740,677,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:18:32.757203,FLEX IT,2024-07-09 14:37:06.376960
HWLRCWNFW4,,12916-231654,1309,midsussex@moderndemocracy.com,vilte,2024-06-14 12:12:19.249669,FLEX IT,2024-07-11 10:00:43.117836
J7F4VQWP6H,,12916-231652,841,tamworth@moderndemocracy.com,vilte,2024-06-13 10:55:13.860794,FLEX IT,2024-07-11 13:29:13.399240
JH67MV9V7R,,12916-232138,900,brentwood@moderndemocracy.com,parisa,2024-06-13 11:24:47.216421,FLEX IT,2024-07-09 14:57:55.378566
JTH4LFD6R5,,12916-232132,1161,colchester@moderndemocracy.com,diana,2024-06-13 15:43:44.926275,FLEX IT,2024-07-09 15:08:37.392456
K2PPWMW9GV,,12916-231665,990,horsham@moderndemocracy.com,parisa,2024-06-13 12:22:22.023208,FLEX IT,2024-07-11 11:14:46.481221
K6559P6RMG,,12916-231735,1190,colchester@moderndemocracy.com,diana,2024-06-13 16:03:42.272599,FLEX IT,2024-07-09 15:10:34.583057
KJ664QMF33,,12916-231664,679,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:19:22.036144,FLEX IT,2024-07-09 14:28:44.999888
KR6K93NXYJ,,12916-231667,675,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:17:32.893984,FLEX IT,2024-07-09 14:31:51.879700
KW4GQLFG95,,12916-231746,791,tamworth@moderndemocracy.com,vilte,2024-06-13 10:27:50.552334,FLEX IT,2024-07-11 13:29:38.041231
LG2975YK72,,12916-231732,451,fenland@moderndemocracy.com,diana,2024-06-13 10:22:46.187081,FLEX IT,2024-07-09 13:48:42.088027
LGXHX4DHJG,,12916-231750,440,fenland@moderndemocracy.com,diana,2024-06-13 10:18:40.507945,FLEX IT,2024-07-09 13:48:30.890496
LXNQ2V3YXF,,12916-231731,473,peterbourough@moderndemocracy.com,diana,2024-06-13 10:33:14.375010,FLEX IT,2024-07-09 14:36:13.941443
M77J00K90L,,12916-231747,693,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:27:34.966379,FLEX IT,2024-07-09 14:35:53.707357
MK94V3Q342,,12916-231663,452,fenland@moderndemocracy.com,diana,2024-06-13 10:23:11.082743,FLEX IT,2024-07-09 13:46:51.560058
MWMC4GR6PG,,12916-232140,739,threerivers@moderndemocracy.com,vilte,2024-06-13 09:50:40.094996,FLEX IT,2024-07-11 16:09:05.900135
MYK490G7FM,,12916-231656,1563,midsussex@moderndemocracy.com,parisa,2024-06-13 16:26:04.650218,FLEX IT,2024-07-11 10:00:29.896665
NQN69V660F,,12916-232131,1189,brentwood@moderndemocracy.com,diana,2024-06-13 16:03:10.286004,FLEX IT,2024-07-09 15:00:21.625717
NR31VFQ6T0,,12916-231657,1195,colchester@moderndemocracy.com,diana,2024-06-13 16:06:17.890960,FLEX IT,2024-07-09 15:10:48.607166
P4D2JFWWJH,,12916-231661,1155,colchester@moderndemocracy.com,diana,2024-06-13 15:40:41.621530,FLEX IT,2024-07-09 15:10:05.491206
PFMHX6X1N9,,12916-231655,454,fenland@moderndemocracy.com,diana,2024-06-13 10:23:55.893157,FLEX IT,2024-07-09 13:48:32.815401
PKPF4RM90F,,12916-231738,1013,bolsover@moderndemocracy.com,,,FLEX IT,2024-07-11 11:58:39.953836
QCV205HCX2,,12916-232136,1111,lichfield@moderndemocracy.commehdi,diana,2024-06-13 15:01:59.507918,FLEX IT,2024-07-11 12:22:27.366457
QQFRH335JF,,12916-231668,1344,rother@moderndemocracy.com,vilte,2024-06-14 12:09:45.052031,FLEX IT,2024-07-10 10:42:33.392943
QT5H6T9L5F,,12916-231744,733,fenland@moderndemocracy.com,parisa,2024-06-13 12:00:07.660853,FLEX IT,2024-07-09 13:46:58.143776
R717Q9F44P,,12916-231748,1125,colchester@moderndemocracy.com,diana,2024-06-13 15:13:17.993503,FLEX IT,2024-07-09 15:08:20.422997
R9WPYHYPGP,,12916-231741,1159,colchester@moderndemocracy.com,diana,2024-06-13 15:42:50.477306,FLEX IT,2024-07-09 15:09:49.189514
RM23L92X34,,12916-231669,1020,horsham@moderndemocracy.com,parisa,2024-06-13 14:20:39.706046,FLEX IT,2024-07-11 11:11:54.314796
DFHWP94KYV,,12916-238755,1011,bolsover@moderndemocracy.com,parisa,2024-06-13 14:12:17.873795,FLEX IT,2024-07-11 11:59:20.883006
F3X23LMVY7,,12916-238753,1012,bolsover@moderndemocracy.com,parisa,2024-06-13 14:13:28.326255,FLEX IT,2024-07-11 11:58:17.507566
G2NN7PNP62,,12916-238752,471,peterbourough@moderndemocracy.com,diana,2024-06-13 10:32:08.342256,FLEX IT,2024-07-09 14:29:20.566197
GM9HHK5WP3,,12916-238750,1380,rother@moderndemocracy.com,vilte,2024-06-14 13:05:36.519608,FLEX IT,2024-07-10 10:42:40.936243
HCQXM34K3Q,,12916-238759,1560,midsussex@moderndemocracy.com,parisa,2024-06-13 16:28:59.795665,FLEX IT,2024-07-11 10:00:23.943839
JQ746VKQPQ,,12916-238756,1005,bolsover@moderndemocracy.com,vilte,2024-06-13 12:55:50.745386,FLEX IT,2024-07-11 11:57:54.813912
K7CQHX7W15,,12916-238748,1184,colchester@moderndemocracy.com,diana,2024-06-13 16:00:28.065848,FLEX IT,2024-07-09 15:09:46.599411
KYL91FXQ14,,12916-238760,1010,bolsover@moderndemocracy.com,parisa,2024-06-13 14:11:31.495754,FLEX IT,2024-07-11 11:58:43.994156
L7N0G6R2VG,,12916-238757,1287,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:31:28.691756,FLEX IT,2024-07-10 10:32:40.659606
N7T6306F60,,12916-238751,424,fenland@moderndemocracy.com,diana,2024-06-13 10:09:29.602133,FLEX IT,2024-07-09 13:46:54.179144
PYN9K00KKQ,,12916-238754,1183,colchester@moderndemocracy.com,diana,2024-06-13 15:59:55.881703,FLEX IT,2024-07-09 15:10:53.110036
V4660YFH9V,,12916-238749,694,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:28:03.716261,FLEX IT,2024-07-09 14:32:39.093649
V4NL9349W9,,12916-238761,1528,midsussex@moderndemocracy.com,parisa,2024-06-13 15:12:40.045473,FLEX IT,2024-07-11 10:02:56.344516
VKLF09FP27,,12916-238758,1182,colchester@moderndemocracy.com,diana,2024-06-13 15:59:25.707075,FLEX IT,2024-07-09 15:11:02.329188
TYQQHNX37V,,12916-231749,1019,bolsover@moderndemocracy.com,parisa,2024-06-13 14:19:02.866892,FLEX IT,2024-07-11 11:59:18.996844
V942W14Q2J,,12916-231736,1241,horsham@moderndemocracy.com,vilte,2024-06-14 10:24:39.699838,FLEX IT,2024-07-11 11:12:27.137772
VYJKN6MJ9V,,12916-231659,1561,midsussex@moderndemocracy.com,parisa,2024-06-13 16:28:03.683583,FLEX IT,2024-07-11 10:02:39.910622
WM62WXKQ3M,,12916-231734,1562,midsussex@moderndemocracy.com,parisa,2024-06-13 16:27:36.001260,FLEX IT,2024-07-11 10:00:15.311344
dK4LN2JGWK,,12916-231733,1172,colchester@moderndemocracy.com,diana,2024-06-13 15:54:17.657497,FLEX IT,2024-07-09 15:10:51.062808
dRDF24F70Q,,12916-231743,918,rochford@moderndemocracy.com,parisa,2024-06-13 11:37:10.457004,FLEX IT,2024-07-09 15:26:22.201001
f3WR4JVDWN,,12916-231666,1275,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:20:24.076774,FLEX IT,2024-07-10 10:31:21.183021
hNWQWJ5WCV,,12916-231745,469,peterbourough@moderndemocracy.com,diana,2024-06-13 10:31:18.755390,FLEX IT,2024-07-09 14:35:21.965533
kRQMM4GGNW,,12916-232134,873,brentwood@moderndemocracy.com,parisa,2024-06-13 11:22:02.479451,FLEX IT,2024-07-09 14:58:38.404409
qLPQ25LWXH,,12916-231739,1352,midsussex@moderndemocracy.com,vilte,2024-06-14 12:18:49.839398,FLEX IT,2024-07-11 09:57:41.983125
vR47KDHJX5,,12916-231742,955,brentwood@moderndemocracy.com,vilte,2024-06-13 12:45:52.063926,FLEX IT,2024-07-09 15:00:29.685545
DQKCWMMXHL,,12913-228493,1057,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:28:50.506434,FLEX IT,2024-07-11 12:26:34.693152
JQJ4MQ4Y92,,12913-228491,1522,midsussex@moderndemocracy.com,parisa,2024-06-13 15:20:16.906555,FLEX IT,2024-07-11 10:00:13.067131
KDP6YV2534,,12913-228490,1266,horsham@moderndemocracy.com,vilte,2024-06-14 10:47:27.933909,FLEX IT,2024-07-11 11:14:03.760926
KW92N7XQ54,,12913-228475,731,threerivers@moderndemocracy.com,vilte,2024-06-13 09:46:34.061550,FLEX IT,2024-07-11 16:10:22.366798
MHQDY92J6G,,12913-228488,1285,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:27:12.730549,FLEX IT,2024-07-10 10:31:06.507328
N66L72M3YR,,12913-228476,732,threerivers@moderndemocracy.com,vilte,2024-06-13 09:45:56.103562,FLEX IT,2024-07-11 16:08:52.622816
NLC96G67X9,,12913-228480,1289,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:32:30.521126,FLEX IT,2024-07-10 10:31:58.221615
NMQVM44QN2,,12913-228485,719,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:43:43.375963,FLEX IT,2024-07-09 14:30:04.655967
NY2D34QWX2,,12913-228479,459,fenland@moderndemocracy.com,diana,2024-06-13 10:25:58.681072,FLEX IT,2024-07-09 13:49:05.504197
PK7WQX6Q03,,12913-228494,1527,midsussex@moderndemocracy.com,parisa,2024-06-13 15:13:18.363502,FLEX IT,2024-07-11 10:01:58.077887
PR4RQ690R6,,12913-228481,730,threerivers@moderndemocracy.com,vilte,2024-06-13 09:47:41.047081,FLEX IT,2024-07-11 16:10:39.507288
PRWXY3H34J,,12913-228483,1553,midsussex@moderndemocracy.com,parisa,2024-06-13 15:57:13.918143,FLEX IT,2024-07-11 10:01:22.062444
QNW1JJFK36,,12913-228486,1325,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:50:06.123851,FLEX IT,2024-07-10 10:32:34.711840
TGMFC65W2X,,12913-231194,1062,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:31:15.003761,FLEX IT,2024-07-11 12:22:36.778494
TTX1W1V7XM,,12913-228482,1583,midsussex@moderndemocracy.com,parisa,2024-06-13 17:09:45.559442,FLEX IT,2024-07-11 10:02:52.007421
TWY3KJ4NF4,,12913-228492,1080,lichfield@moderndemocracy.commehdi,diana,2024-06-13 14:43:04.846033,FLEX IT,2024-07-11 12:22:51.841115
WT3MXTJ7XD,,12913-228477,968,brentwood@moderndemocracy.com,vilte,2024-06-13 12:52:27.112932,FLEX IT,2024-07-09 14:56:48.312543
XJ3KVT025T,,12913-228489,1023,bolsover@moderndemocracy.com,diana,2024-06-13 14:12:07.810285,FLEX IT,2024-07-11 11:58:46.827021
XV0HQNJQXX,,12913-228487,458,peterbourough@moderndemocracy.com,diana,2024-06-13 10:25:36.223155,FLEX IT,2024-07-09 14:36:09.595527
Y077PVQJVT,,12913-228478,1326,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:49:35.772627,FLEX IT,2024-07-10 10:31:46.106768
PXDWV9QX3M,,12913-231196,1574,reigate@moderndemocracy.com,parisa,2024-06-13 17:24:32.137739,FLEX IT,2024-07-11 10:43:00.736097
T66H3HDJYV,,12913-231195,1359,rother@moderndemocracy.com,vilte,2024-06-14 14:36:51.087895,FLEX IT,2024-07-10 10:43:40.675328
VF9YVDLVMQ,,12913-231197,1397,midsussex@moderndemocracy.com,vilte,2024-06-14 12:51:02.668554,FLEX IT,2024-07-11 10:00:59.528963
C19JRYTXHG,,12910-243024,1303,eastbourne@moderndemocracy.com,vilte,2024-06-14 11:19:24.165655,FLEX IT,2024-07-10 10:32:29.229229
C2JJ4CKH91,,12910-242999,,,,,FLEX IT,
C2P7CP73K9,,12910-242996,891,rochford@moderndemocracy.com,parisa,2024-06-13 11:28:42.224343,FLEX IT,2024-07-09 15:26:28.881328
C3WVQG6QGY,,12910-243059,942,rochford@moderndemocracy.com,parisa,2024-06-13 12:05:44.248861,FLEX IT,2024-07-09 15:26:32.126100
C63CNXGCH2,,12910-243009,,,,,FLEX IT,
C6F29LKFQP,,12910-243012,,,,,FLEX IT,
C92F97H7P3,,12910-243028,1333,midsussex@moderndemocracy.com,vilte,2024-06-14 12:00:01.017617,FLEX IT,2024-07-11 09:57:27.394130
CFNW1FYW9J,,12910-243058,,,,,FLEX IT,
CW6TLC423N,,12910-243001,,,,,FLEX IT,
CYF9TCXTWH,,12910-242975,,,,,FLEX IT,
D36KCCXR9R,,12910-243022,,,,,FLEX IT,
D7VFP444GH,,12910-243002,,,,,FLEX IT,
D9KG96DKH7,,12910-243004,,,,,FLEX IT,
DC169PVV20,,12910-242992,,,,,FLEX IT,
DF235Y9T91,,12910-242980,,,,,FLEX IT,
DJ341NPYWD,,12910-242993,,,,,FLEX IT,
DKJGXJ27YN,,12910-243018,,,,,FLEX IT,
DWQKV4X437,,12910-243010,,,,,FLEX IT,
F2G9X1PVYF,,12910-242983,,,,,FLEX IT,
F39DV4VXC6,,12910-243013,1171,colchester@moderndemocracy.com,diana,2024-06-13 15:49:47.039007,FLEX IT,2024-07-09 15:10:56.337859
F5V44N5H62,,12910-243057,,,,,FLEX IT,
FG77957MQL,,12910-243008,,,,,FLEX IT,
FV4C6Q7J5W,,12910-243020,,,,,FLEX IT,
G4F9C9D3YL,,12910-243033,,,,,FLEX IT,
GLWR7712MJ,,12910-243016,360,threerivers@moderndemocracy.com,diana,2024-06-13 09:35:32.338533,FLEX IT,2024-07-11 16:10:17.878422
GN6W3MH99V,,12910-242989,,,,,FLEX IT,
GRWJ4WYC2X,,12910-243043,,,,,FLEX IT,
GT4DN9YG9J,,12910-243029,,,,,FLEX IT,
GWJN5G2XG2,,12910-242982,807,tamworth@moderndemocracy.com,vilte,2024-06-13 10:29:53.328719,FLEX IT,2024-07-11 13:31:54.527424
H40N00CYHC,,12910-242988,982,horsham@moderndemocracy.com,parisa,2024-06-13 12:17:17.798964,FLEX IT,2024-07-11 11:13:51.318388
H609Y5XWKM,,12910-243030,,,,,FLEX IT,
HGY0MJF4WR,,12910-242990,678,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:18:59.559407,FLEX IT,2024-07-09 14:36:21.861771
HJXGFY0YFG,,12910-243050,,,,,FLEX IT,
HNHXQ54KGR,,12910-243025,,,,,FLEX IT,
HWXPX0PK62,,12910-242987,,,,,FLEX IT,
J42QRQ5QCY,,12910-243055,,,,,FLEX IT,
J7C9W39QG4,,12910-243021,1349,midsussex@moderndemocracy.com,vilte,2024-06-14 12:07:25.767458,FLEX IT,2024-07-11 09:56:57.103223
JL9H4J3MYN,,12910-243023,,,,,FLEX IT,
JV0HPK2WG0,,12910-243040,868,brentwood@moderndemocracy.com,parisa,2024-06-13 11:10:31.147900,FLEX IT,2024-07-09 14:58:34.747386
JX29DYRH96,,12910-243007,674,peterbourough@moderndemocracy.com,vilte,2024-06-13 09:17:10.087254,FLEX IT,2024-07-09 14:35:49.824247
JXCTFXCN73,,12910-242986,1160,colchester@moderndemocracy.com,diana,2024-06-13 15:43:20.411462,FLEX IT,2024-07-09 15:10:09.747073
